 TIME                    	Q                        	
  +2.1169000000000000E+04	  +3.4353069818772447E+03	
  +2.1170000000000000E+04	  +3.4352980247434143E+03	
  +2.1171000000000000E+04	  +3.4352890686093556E+03	
  +2.1172000000000000E+04	  +3.4352801134755318E+03	
  +2.1173000000000000E+04	  +3.4352711593337340E+03	
  +2.1174000000000000E+04	  +3.4352622062026844E+03	
  +2.1175000000000000E+04	  +3.4352532540634529E+03	
  +2.1176000000000000E+04	  +3.4352443029208221E+03	
  +2.1177000000000000E+04	  +3.4352353527791120E+03	
  +2.1178000000000000E+04	  +3.4352264036372339E+03	
  +2.1179000000000000E+04	  +3.4352174554936314E+03	
  +2.1180000000000000E+04	  +3.4352085083489428E+03	
  +2.1181000000000000E+04	  +3.4351995622079580E+03	
  +2.1182000000000000E+04	  +3.4351906170557386E+03	
  +2.1183000000000000E+04	  +3.4351816729050374E+03	
  +2.1184000000000000E+04	  +3.4351727297541784E+03	
  +2.1185000000000000E+04	  +3.4351637876024110E+03	
  +2.1186000000000000E+04	  +3.4351548464466678E+03	
  +2.1187000000000000E+04	  +3.4351459062911240E+03	
  +2.1188000000000000E+04	  +3.4351369671394132E+03	
  +2.1189000000000000E+04	  +3.4351280289789793E+03	
  +2.1190000000000000E+04	  +3.4351190918121629E+03	
  +2.1191000000000000E+04	  +3.4351101556502185E+03	
  +2.1192000000000000E+04	  +3.4351012204890212E+03	
  +2.1193000000000000E+04	  +3.4350922863207115E+03	
  +2.1194000000000000E+04	  +3.4350833531481708E+03	
  +2.1195000000000000E+04	  +3.4350744209838153E+03	
  +2.1196000000000000E+04	  +3.4350654898044131E+03	
  +2.1197000000000000E+04	  +3.4350565596300021E+03	
  +2.1198000000000000E+04	  +3.4350476304532231E+03	
  +2.1199000000000000E+04	  +3.4350387022755531E+03	
  +2.1200000000000000E+04	  +3.4350297750985933E+03	
  +2.1201000000000000E+04	  +3.4350208489078459E+03	
  +2.1202000000000000E+04	  +3.4350119237230042E+03	
  +2.1203000000000000E+04	  +3.4350029995344125E+03	
  +2.1204000000000000E+04	  +3.4349940763498025E+03	
  +2.1205000000000000E+04	  +3.4349851541498092E+03	
  +2.1206000000000000E+04	  +3.4349762329608971E+03	
  +2.1207000000000000E+04	  +3.4349673127559608E+03	
  +2.1208000000000000E+04	  +3.4349583935584678E+03	
  +2.1209000000000000E+04	  +3.4349494753586932E+03	
  +2.1210000000000000E+04	  +3.4349405581514739E+03	
  +2.1211000000000000E+04	  +3.4349316419399288E+03	
  +2.1212000000000000E+04	  +3.4349227267275028E+03	
  +2.1213000000000000E+04	  +3.4349138125158570E+03	
  +2.1214000000000000E+04	  +3.4349048992969260E+03	
  +2.1215000000000000E+04	  +3.4348959870841009E+03	
  +2.1216000000000000E+04	  +3.4348870758567487E+03	
  +2.1217000000000000E+04	  +3.4348781656345086E+03	
  +2.1218000000000000E+04	  +3.4348692564064559E+03	
  +2.1219000000000000E+04	  +3.4348603481698624E+03	
  +2.1220000000000000E+04	  +3.4348514409365994E+03	
  +2.1221000000000000E+04	  +3.4348425347058810E+03	
  +2.1222000000000000E+04	  +3.4348336294607866E+03	
  +2.1223000000000000E+04	  +3.4348247252176657E+03	
  +2.1224000000000000E+04	  +3.4348158219698798E+03	
  +2.1225000000000000E+04	  +3.4348069197248601E+03	
  +2.1226000000000000E+04	  +3.4347980184722182E+03	
  +2.1227000000000000E+04	  +3.4347891182120702E+03	
  +2.1228000000000000E+04	  +3.4347802189545732E+03	
  +2.1229000000000000E+04	  +3.4347713206904496E+03	
  +2.1230000000000000E+04	  +3.4347624234196783E+03	
  +2.1231000000000000E+04	  +3.4347535271505221E+03	
  +2.1232000000000000E+04	  +3.4347446318827178E+03	
  +2.1233000000000000E+04	  +3.4347357375999841E+03	
  +2.1234000000000000E+04	  +3.4347268443227131E+03	
  +2.1235000000000000E+04	  +3.4347179520378745E+03	
  +2.1236000000000000E+04	  +3.4347090607471778E+03	
  +2.1237000000000000E+04	  +3.4347001704561167E+03	
  +2.1238000000000000E+04	  +3.4346912811609927E+03	
  +2.1239000000000000E+04	  +3.4346823928641388E+03	
  +2.1240000000000000E+04	  +3.4346735055653435E+03	
  +2.1241000000000000E+04	  +3.4346646192570424E+03	
  +2.1242000000000000E+04	  +3.4346557339458300E+03	
  +2.1243000000000000E+04	  +3.4346468496251546E+03	
  +2.1244000000000000E+04	  +3.4346379663074831E+03	
  +2.1245000000000000E+04	  +3.4346290839852277E+03	
  +2.1246000000000000E+04	  +3.4346202026632432E+03	
  +2.1247000000000000E+04	  +3.4346113223288571E+03	
  +2.1248000000000000E+04	  +3.4346024429976524E+03	
  +2.1249000000000000E+04	  +3.4345935646525872E+03	
  +2.1250000000000000E+04	  +3.4345846873098835E+03	
  +2.1251000000000000E+04	  +3.4345758109685480E+03	
  +2.1252000000000000E+04	  +3.4345669356126537E+03	
  +2.1253000000000000E+04	  +3.4345580612533386E+03	
  +2.1254000000000000E+04	  +3.4345491878964767E+03	
  +2.1255000000000000E+04	  +3.4345403155298459E+03	
  +2.1256000000000000E+04	  +3.4345314441599694E+03	
  +2.1257000000000000E+04	  +3.4345225737862784E+03	
  +2.1258000000000000E+04	  +3.4345137044105909E+03	
  +2.1259000000000000E+04	  +3.4345048360213409E+03	
  +2.1260000000000000E+04	  +3.4344959686396237E+03	
  +2.1261000000000000E+04	  +3.4344871022464040E+03	
  +2.1262000000000000E+04	  +3.4344782368483229E+03	
  +2.1263000000000000E+04	  +3.4344693724409080E+03	
  +2.1264000000000000E+04	  +3.4344605090372329E+03	
  +2.1265000000000000E+04	  +3.4344516466253931E+03	
  +2.1266000000000000E+04	  +3.4344427852123604E+03	
  +2.1267000000000000E+04	  +3.4344339247893977E+03	
  +2.1268000000000000E+04	  +3.4344250653576751E+03	
  +2.1269000000000000E+04	  +3.4344162069270305E+03	
  +2.1270000000000000E+04	  +3.4344073494915838E+03	
  +2.1271000000000000E+04	  +3.4343984930494198E+03	
  +2.1272000000000000E+04	  +3.4343896376081425E+03	
  +2.1273000000000000E+04	  +3.4343807831553136E+03	
  +2.1274000000000000E+04	  +3.4343719296932213E+03	
  +2.1275000000000000E+04	  +3.4343630772307788E+03	
  +2.1276000000000000E+04	  +3.4343542257685635E+03	
  +2.1277000000000000E+04	  +3.4343453752947162E+03	
  +2.1278000000000000E+04	  +3.4343365258169079E+03	
  +2.1279000000000000E+04	  +3.4343276773280249E+03	
  +2.1280000000000000E+04	  +3.4343188298400432E+03	
  +2.1281000000000000E+04	  +3.4343099833443257E+03	
  +2.1282000000000000E+04	  +3.4343011378495198E+03	
  +2.1283000000000000E+04	  +3.4342922933379637E+03	
  +2.1284000000000000E+04	  +3.4342834498315178E+03	
  +2.1285000000000000E+04	  +3.4342746073096159E+03	
  +2.1286000000000000E+04	  +3.4342657657922541E+03	
  +2.1287000000000000E+04	  +3.4342569252615463E+03	
  +2.1288000000000000E+04	  +3.4342480857241981E+03	
  +2.1289000000000000E+04	  +3.4342392471892872E+03	
  +2.1290000000000000E+04	  +3.4342304096434609E+03	
  +2.1291000000000000E+04	  +3.4342215730915050E+03	
  +2.1292000000000000E+04	  +3.4342127375347491E+03	
  +2.1293000000000000E+04	  +3.4342039029641164E+03	
  +2.1294000000000000E+04	  +3.4341950693957201E+03	
  +2.1295000000000000E+04	  +3.4341862368200682E+03	
  +2.1296000000000000E+04	  +3.4341774052434062E+03	
  +2.1297000000000000E+04	  +3.4341685746496955E+03	
  +2.1298000000000000E+04	  +3.4341597450567588E+03	
  +2.1299000000000000E+04	  +3.4341509164566332E+03	
  +2.1300000000000000E+04	  +3.4341420888492048E+03	
  +2.1301000000000000E+04	  +3.4341332622387085E+03	
  +2.1302000000000000E+04	  +3.4341244366216747E+03	
  +2.1303000000000000E+04	  +3.4341156119914763E+03	
  +2.1304000000000000E+04	  +3.4341067883591186E+03	
  +2.1305000000000000E+04	  +3.4340979657205935E+03	
  +2.1306000000000000E+04	  +3.4340891440758332E+03	
  +2.1307000000000000E+04	  +3.4340803234265804E+03	
  +2.1308000000000000E+04	  +3.4340715037704485E+03	
  +2.1309000000000000E+04	  +3.4340626851001616E+03	
  +2.1310000000000000E+04	  +3.4340538674314653E+03	
  +2.1311000000000000E+04	  +3.4340450507508731E+03	
  +2.1312000000000000E+04	  +3.4340362350662745E+03	
  +2.1313000000000000E+04	  +3.4340274203746881E+03	
  +2.1314000000000000E+04	  +3.4340186066779643E+03	
  +2.1315000000000000E+04	  +3.4340097939747657E+03	
  +2.1316000000000000E+04	  +3.4340009822628590E+03	
  +2.1317000000000000E+04	  +3.4339921715394980E+03	
  +2.1318000000000000E+04	  +3.4339833618118410E+03	
  +2.1319000000000000E+04	  +3.4339745530789787E+03	
  +2.1320000000000000E+04	  +3.4339657453444020E+03	
  +2.1321000000000000E+04	  +3.4339569385903324E+03	
  +2.1322000000000000E+04	  +3.4339481328379979E+03	
  +2.1323000000000000E+04	  +3.4339393280793520E+03	
  +2.1324000000000000E+04	  +3.4339305243060940E+03	
  +2.1325000000000000E+04	  +3.4339217215341773E+03	
  +2.1326000000000000E+04	  +3.4339129197441584E+03	
  +2.1327000000000000E+04	  +3.4339041189538475E+03	
  +2.1328000000000000E+04	  +3.4338953191615860E+03	
  +2.1329000000000000E+04	  +3.4338865203536157E+03	
  +2.1330000000000000E+04	  +3.4338777225352787E+03	
  +2.1331000000000000E+04	  +3.4338689257190799E+03	
  +2.1332000000000000E+04	  +3.4338601298860872E+03	
  +2.1333000000000000E+04	  +3.4338513350505928E+03	
  +2.1334000000000000E+04	  +3.4338425412129568E+03	
  +2.1335000000000000E+04	  +3.4338337483546857E+03	
  +2.1336000000000000E+04	  +3.4338249565018150E+03	
  +2.1337000000000000E+04	  +3.4338161656345260E+03	
  +2.1338000000000000E+04	  +3.4338073757533543E+03	
  +2.1339000000000000E+04	  +3.4337985868718897E+03	
  +2.1340000000000000E+04	  +3.4337897989840681E+03	
  +2.1341000000000000E+04	  +3.4337810120891399E+03	
  +2.1342000000000000E+04	  +3.4337722261756944E+03	
  +2.1343000000000000E+04	  +3.4337634412628890E+03	
  +2.1344000000000000E+04	  +3.4337546573399836E+03	
  +2.1345000000000000E+04	  +3.4337458744094893E+03	
  +2.1346000000000000E+04	  +3.4337370924715401E+03	
  +2.1347000000000000E+04	  +3.4337283115275250E+03	
  +2.1348000000000000E+04	  +3.4337195315688232E+03	
  +2.1349000000000000E+04	  +3.4337107526109635E+03	
  +2.1350000000000000E+04	  +3.4337019746330557E+03	
  +2.1351000000000000E+04	  +3.4336931976537458E+03	
  +2.1352000000000000E+04	  +3.4336844216671939E+03	
  +2.1353000000000000E+04	  +3.4336756466688475E+03	
  +2.1354000000000000E+04	  +3.4336668726637099E+03	
  +2.1355000000000000E+04	  +3.4336580996561188E+03	
  +2.1356000000000000E+04	  +3.4336493276273845E+03	
  +2.1357000000000000E+04	  +3.4336405565963460E+03	
  +2.1358000000000000E+04	  +3.4336317865579308E+03	
  +2.1359000000000000E+04	  +3.4336230175094652E+03	
  +2.1360000000000000E+04	  +3.4336142494522933E+03	
  +2.1361000000000000E+04	  +3.4336054823867730E+03	
  +2.1362000000000000E+04	  +3.4335967163174887E+03	
  +2.1363000000000000E+04	  +3.4335879512282763E+03	
  +2.1364000000000000E+04	  +3.4335791871419692E+03	
  +2.1365000000000000E+04	  +3.4335704240353643E+03	
  +2.1366000000000000E+04	  +3.4335616619254711E+03	
  +2.1367000000000000E+04	  +3.4335529008131639E+03	
  +2.1368000000000000E+04	  +3.4335441406834743E+03	
  +2.1369000000000000E+04	  +3.4335353815403282E+03	
  +2.1370000000000000E+04	  +3.4335266234016626E+03	
  +2.1371000000000000E+04	  +3.4335178662396861E+03	
  +2.1372000000000000E+04	  +3.4335091100750774E+03	
  +2.1373000000000000E+04	  +3.4335003549018529E+03	
  +2.1374000000000000E+04	  +3.4334916007237703E+03	
  +2.1375000000000000E+04	  +3.4334828475277445E+03	
  +2.1376000000000000E+04	  +3.4334740953269347E+03	
  +2.1377000000000000E+04	  +3.4334653441124092E+03	
  +2.1378000000000000E+04	  +3.4334565938972582E+03	
  +2.1379000000000000E+04	  +3.4334478446652465E+03	
  +2.1380000000000000E+04	  +3.4334390964218992E+03	
  +2.1381000000000000E+04	  +3.4334303491748769E+03	
  +2.1382000000000000E+04	  +3.4334216029146269E+03	
  +2.1383000000000000E+04	  +3.4334128576495405E+03	
  +2.1384000000000000E+04	  +3.4334041133712635E+03	
  +2.1385000000000000E+04	  +3.4333953700831935E+03	
  +2.1386000000000000E+04	  +3.4333866277858115E+03	
  +2.1387000000000000E+04	  +3.4333778864742235E+03	
  +2.1388000000000000E+04	  +3.4333691461641706E+03	
  +2.1389000000000000E+04	  +3.4333604068292980E+03	
  +2.1390000000000000E+04	  +3.4333516684930846E+03	
  +2.1391000000000000E+04	  +3.4333429311471564E+03	
  +2.1392000000000000E+04	  +3.4333341947926760E+03	
  +2.1393000000000000E+04	  +3.4333254594237242E+03	
  +2.1394000000000000E+04	  +3.4333167250447104E+03	
  +2.1395000000000000E+04	  +3.4333079916570309E+03	
  +2.1396000000000000E+04	  +3.4332992592596433E+03	
  +2.1397000000000000E+04	  +3.4332905278519165E+03	
  +2.1398000000000000E+04	  +3.4332817974350878E+03	
  +2.1399000000000000E+04	  +3.4332730680118443E+03	
  +2.1400000000000000E+04	  +3.4332643395654195E+03	
  +2.1401000000000000E+04	  +3.4332556121183839E+03	
  +2.1402000000000000E+04	  +3.4332468856574224E+03	
  +2.1403000000000000E+04	  +3.4332381601876414E+03	
  +2.1404000000000000E+04	  +3.4332294357121364E+03	
  +2.1405000000000000E+04	  +3.4332207122161431E+03	
  +2.1406000000000000E+04	  +3.4332119897159896E+03	
  +2.1407000000000000E+04	  +3.4332032682076601E+03	
  +2.1408000000000000E+04	  +3.4331945476796336E+03	
  +2.1409000000000000E+04	  +3.4331858281490663E+03	
  +2.1410000000000000E+04	  +3.4331771096041575E+03	
  +2.1411000000000000E+04	  +3.4331683920492096E+03	
  +2.1412000000000000E+04	  +3.4331596754833563E+03	
  +2.1413000000000000E+04	  +3.4331509599003152E+03	
  +2.1414000000000000E+04	  +3.4331422453133287E+03	
  +2.1415000000000000E+04	  +3.4331335317194198E+03	
  +2.1416000000000000E+04	  +3.4331248191042578E+03	
  +2.1417000000000000E+04	  +3.4331161074902757E+03	
  +2.1418000000000000E+04	  +3.4331073968571854E+03	
  +2.1419000000000000E+04	  +3.4330986872091535E+03	
  +2.1420000000000000E+04	  +3.4330899785593824E+03	
  +2.1421000000000000E+04	  +3.4330812708924791E+03	
  +2.1422000000000000E+04	  +3.4330725642107172E+03	
  +2.1423000000000000E+04	  +3.4330638585279730E+03	
  +2.1424000000000000E+04	  +3.4330551538235673E+03	
  +2.1425000000000000E+04	  +3.4330464501199576E+03	
  +2.1426000000000000E+04	  +3.4330377473956232E+03	
  +2.1427000000000000E+04	  +3.4330290456593948E+03	
  +2.1428000000000000E+04	  +3.4330203449139926E+03	
  +2.1429000000000000E+04	  +3.4330116451592717E+03	
  +2.1430000000000000E+04	  +3.4330029463925221E+03	
  +2.1431000000000000E+04	  +3.4329942486070636E+03	
  +2.1432000000000000E+04	  +3.4329855518153986E+03	
  +2.1433000000000000E+04	  +3.4329768560191033E+03	
  +2.1434000000000000E+04	  +3.4329681611986312E+03	
  +2.1435000000000000E+04	  +3.4329594673707452E+03	
  +2.1436000000000000E+04	  +3.4329507745319652E+03	
  +2.1437000000000000E+04	  +3.4329420826868004E+03	
  +2.1438000000000000E+04	  +3.4329333918189636E+03	
  +2.1439000000000000E+04	  +3.4329247019468680E+03	
  +2.1440000000000000E+04	  +3.4329160130628461E+03	
  +2.1441000000000000E+04	  +3.4329073251648761E+03	
  +2.1442000000000000E+04	  +3.4328986382530143E+03	
  +2.1443000000000000E+04	  +3.4328899523259906E+03	
  +2.1444000000000000E+04	  +3.4328812673978246E+03	
  +2.1445000000000000E+04	  +3.4328725834503757E+03	
  +2.1446000000000000E+04	  +3.4328639004860124E+03	
  +2.1447000000000000E+04	  +3.4328552185140497E+03	
  +2.1448000000000000E+04	  +3.4328465375307537E+03	
  +2.1449000000000000E+04	  +3.4328378575362713E+03	
  +2.1450000000000000E+04	  +3.4328291785284514E+03	
  +2.1451000000000000E+04	  +3.4328205005051527E+03	
  +2.1452000000000000E+04	  +3.4328118234725248E+03	
  +2.1453000000000000E+04	  +3.4328031474299778E+03	
  +2.1454000000000000E+04	  +3.4327944723718879E+03	
  +2.1455000000000000E+04	  +3.4327857983006384E+03	
  +2.1456000000000000E+04	  +3.4327771252133070E+03	
  +2.1457000000000000E+04	  +3.4327684531154937E+03	
  +2.1458000000000000E+04	  +3.4327597820118890E+03	
  +2.1459000000000000E+04	  +3.4327511118891034E+03	
  +2.1460000000000000E+04	  +3.4327424427480660E+03	
  +2.1461000000000000E+04	  +3.4327337746042572E+03	
  +2.1462000000000000E+04	  +3.4327251074426995E+03	
  +2.1463000000000000E+04	  +3.4327164412669686E+03	
  +2.1464000000000000E+04	  +3.4327077760848574E+03	
  +2.1465000000000000E+04	  +3.4326991118862097E+03	
  +2.1466000000000000E+04	  +3.4326904486729190E+03	
  +2.1467000000000000E+04	  +3.4326817864451764E+03	
  +2.1468000000000000E+04	  +3.4326731252030586E+03	
  +2.1469000000000000E+04	  +3.4326644649531409E+03	
  +2.1470000000000000E+04	  +3.4326558056923700E+03	
  +2.1471000000000000E+04	  +3.4326471474082955E+03	
  +2.1472000000000000E+04	  +3.4326384901157585E+03	
  +2.1473000000000000E+04	  +3.4326298338113465E+03	
  +2.1474000000000000E+04	  +3.4326211784924340E+03	
  +2.1475000000000000E+04	  +3.4326125241619861E+03	
  +2.1476000000000000E+04	  +3.4326038708169090E+03	
  +2.1477000000000000E+04	  +3.4325952184605981E+03	
  +2.1478000000000000E+04	  +3.4325865670877984E+03	
  +2.1479000000000000E+04	  +3.4325779167010414E+03	
  +2.1480000000000000E+04	  +3.4325692673012099E+03	
  +2.1481000000000000E+04	  +3.4325606188831425E+03	
  +2.1482000000000000E+04	  +3.4325519714559200E+03	
  +2.1483000000000000E+04	  +3.4325433250208694E+03	
  +2.1484000000000000E+04	  +3.4325346795619880E+03	
  +2.1485000000000000E+04	  +3.4325260350946087E+03	
  +2.1486000000000000E+04	  +3.4325173916083832E+03	
  +2.1487000000000000E+04	  +3.4325087491133540E+03	
  +2.1488000000000000E+04	  +3.4325001076014751E+03	
  +2.1489000000000000E+04	  +3.4324914670816574E+03	
  +2.1490000000000000E+04	  +3.4324828275430782E+03	
  +2.1491000000000000E+04	  +3.4324741889851730E+03	
  +2.1492000000000000E+04	  +3.4324655514251763E+03	
  +2.1493000000000000E+04	  +3.4324569148370142E+03	
  +2.1494000000000000E+04	  +3.4324482792426238E+03	
  +2.1495000000000000E+04	  +3.4324396446334690E+03	
  +2.1496000000000000E+04	  +3.4324310110112729E+03	
  +2.1497000000000000E+04	  +3.4324223783763441E+03	
  +2.1498000000000000E+04	  +3.4324137467206365E+03	
  +2.1499000000000000E+04	  +3.4324051160580811E+03	
  +2.1500000000000000E+04	  +3.4323964863752726E+03	
  +2.1501000000000000E+04	  +3.4323878576733532E+03	
  +2.1502000000000000E+04	  +3.4323792299670195E+03	
  +2.1503000000000000E+04	  +3.4323706032404475E+03	
  +2.1504000000000000E+04	  +3.4323619774987724E+03	
  +2.1505000000000000E+04	  +3.4323533527448317E+03	
  +2.1506000000000000E+04	  +3.4323447289763312E+03	
  +2.1507000000000000E+04	  +3.4323361061920682E+03	
  +2.1508000000000000E+04	  +3.4323274843986133E+03	
  +2.1509000000000000E+04	  +3.4323188635791794E+03	
  +2.1510000000000000E+04	  +3.4323102437531802E+03	
  +2.1511000000000000E+04	  +3.4323016249131110E+03	
  +2.1512000000000000E+04	  +3.4322930070550310E+03	
  +2.1513000000000000E+04	  +3.4322843901801330E+03	
  +2.1514000000000000E+04	  +3.4322757742907784E+03	
  +2.1515000000000000E+04	  +3.4322671593879459E+03	
  +2.1516000000000000E+04	  +3.4322585454661676E+03	
  +2.1517000000000000E+04	  +3.4322499325348349E+03	
  +2.1518000000000000E+04	  +3.4322413205837906E+03	
  +2.1519000000000000E+04	  +3.4322327096243844E+03	
  +2.1520000000000000E+04	  +3.4322240996423079E+03	
  +2.1521000000000000E+04	  +3.4322154906480841E+03	
  +2.1522000000000000E+04	  +3.4322068826377076E+03	
  +2.1523000000000000E+04	  +3.4321982756127363E+03	
  +2.1524000000000000E+04	  +3.4321896695678979E+03	
  +2.1525000000000000E+04	  +3.4321810645136638E+03	
  +2.1526000000000000E+04	  +3.4321724604423434E+03	
  +2.1527000000000000E+04	  +3.4321638573521032E+03	
  +2.1528000000000000E+04	  +3.4321552552490080E+03	
  +2.1529000000000000E+04	  +3.4321466541313835E+03	
  +2.1530000000000000E+04	  +3.4321380539932907E+03	
  +2.1531000000000000E+04	  +3.4321294548470987E+03	
  +2.1532000000000000E+04	  +3.4321208566766145E+03	
  +2.1533000000000000E+04	  +3.4321122594926646E+03	
  +2.1534000000000000E+04	  +3.4321036633008898E+03	
  +2.1535000000000000E+04	  +3.4320950680860110E+03	
  +2.1536000000000000E+04	  +3.4320864738549526E+03	
  +2.1537000000000000E+04	  +3.4320778806096951E+03	
  +2.1538000000000000E+04	  +3.4320692883460983E+03	
  +2.1539000000000000E+04	  +3.4320606970653675E+03	
  +2.1540000000000000E+04	  +3.4320521067716809E+03	
  +2.1541000000000000E+04	  +3.4320435174654126E+03	
  +2.1542000000000000E+04	  +3.4320349291323450E+03	
  +2.1543000000000000E+04	  +3.4320263417951337E+03	
  +2.1544000000000000E+04	  +3.4320177554350093E+03	
  +2.1545000000000000E+04	  +3.4320091700548178E+03	
  +2.1546000000000000E+04	  +3.4320005856643211E+03	
  +2.1547000000000000E+04	  +3.4319920022552806E+03	
  +2.1548000000000000E+04	  +3.4319834198343337E+03	
  +2.1549000000000000E+04	  +3.4319748383950991E+03	
  +2.1550000000000000E+04	  +3.4319662579314813E+03	
  +2.1551000000000000E+04	  +3.4319576784569335E+03	
  +2.1552000000000000E+04	  +3.4319490999715672E+03	
  +2.1553000000000000E+04	  +3.4319405224610123E+03	
  +2.1554000000000000E+04	  +3.4319319459379785E+03	
  +2.1555000000000000E+04	  +3.4319233703909745E+03	
  +2.1556000000000000E+04	  +3.4319147958337667E+03	
  +2.1557000000000000E+04	  +3.4319062222658808E+03	
  +2.1558000000000000E+04	  +3.4318976496671312E+03	
  +2.1559000000000000E+04	  +3.4318890780584320E+03	
  +2.1560000000000000E+04	  +3.4318805074383513E+03	
  +2.1561000000000000E+04	  +3.4318719377912221E+03	
  +2.1562000000000000E+04	  +3.4318633691303353E+03	
  +2.1563000000000000E+04	  +3.4318548014581802E+03	
  +2.1564000000000000E+04	  +3.4318462347609247E+03	
  +2.1565000000000000E+04	  +3.4318376690499817E+03	
  +2.1566000000000000E+04	  +3.4318291043263839E+03	
  +2.1567000000000000E+04	  +3.4318205405774174E+03	
  +2.1568000000000000E+04	  +3.4318119778112473E+03	
  +2.1569000000000000E+04	  +3.4318034160380344E+03	
  +2.1570000000000000E+04	  +3.4317948552354478E+03	
  +2.1571000000000000E+04	  +3.4317862954252241E+03	
  +2.1572000000000000E+04	  +3.4317777365901602E+03	
  +2.1573000000000000E+04	  +3.4317691787384188E+03	
  +2.1574000000000000E+04	  +3.4317606218696619E+03	
  +2.1575000000000000E+04	  +3.4317520659896682E+03	
  +2.1576000000000000E+04	  +3.4317435110864521E+03	
  +2.1577000000000000E+04	  +3.4317349571614213E+03	
  +2.1578000000000000E+04	  +3.4317264042272027E+03	
  +2.1579000000000000E+04	  +3.4317178522659297E+03	
  +2.1580000000000000E+04	  +3.4317093012924502E+03	
  +2.1581000000000000E+04	  +3.4317007513071344E+03	
  +2.1582000000000000E+04	  +3.4316922022945942E+03	
  +2.1583000000000000E+04	  +3.4316836542637725E+03	
  +2.1584000000000000E+04	  +3.4316751072190737E+03	
  +2.1585000000000000E+04	  +3.4316665611608228E+03	
  +2.1586000000000000E+04	  +3.4316580160778008E+03	
  +2.1587000000000000E+04	  +3.4316494719776588E+03	
  +2.1588000000000000E+04	  +3.4316409288576801E+03	
  +2.1589000000000000E+04	  +3.4316323867214005E+03	
  +2.1590000000000000E+04	  +3.4316238455686644E+03	
  +2.1591000000000000E+04	  +3.4316153053994963E+03	
  +2.1592000000000000E+04	  +3.4316067662083683E+03	
  +2.1593000000000000E+04	  +3.4315982279963814E+03	
  +2.1594000000000000E+04	  +3.4315896907686069E+03	
  +2.1595000000000000E+04	  +3.4315811545295260E+03	
  +2.1596000000000000E+04	  +3.4315726192638494E+03	
  +2.1597000000000000E+04	  +3.4315640849750921E+03	
  +2.1598000000000000E+04	  +3.4315555516761960E+03	
  +2.1599000000000000E+04	  +3.4315470193589272E+03	
  +2.1600000000000000E+04	  +3.4315384880184429E+03	
  +2.1601000000000000E+04	  +3.4315299576649895E+03	
  +2.1602000000000000E+04	  +3.4315214282844113E+03	
  +2.1603000000000000E+04	  +3.4315128998884888E+03	
  +2.1604000000000000E+04	  +3.4315043724806528E+03	
  +2.1605000000000000E+04	  +3.4314958460461489E+03	
  +2.1606000000000000E+04	  +3.4314873205916651E+03	
  +2.1607000000000000E+04	  +3.4314787961221436E+03	
  +2.1608000000000000E+04	  +3.4314702726392611E+03	
  +2.1609000000000000E+04	  +3.4314617501260691E+03	
  +2.1610000000000000E+04	  +3.4314532286002491E+03	
  +2.1611000000000000E+04	  +3.4314447080529931E+03	
  +2.1612000000000000E+04	  +3.4314361884901587E+03	
  +2.1613000000000000E+04	  +3.4314276699017755E+03	
  +2.1614000000000000E+04	  +3.4314191522981719E+03	
  +2.1615000000000000E+04	  +3.4314106356804441E+03	
  +2.1616000000000000E+04	  +3.4314021200381026E+03	
  +2.1617000000000000E+04	  +3.4313936053754533E+03	
  +2.1618000000000000E+04	  +3.4313850916890701E+03	
  +2.1619000000000000E+04	  +3.4313765789915269E+03	
  +2.1620000000000000E+04	  +3.4313680672701744E+03	
  +2.1621000000000000E+04	  +3.4313595565317214E+03	
  +2.1622000000000000E+04	  +3.4313510467713386E+03	
  +2.1623000000000000E+04	  +3.4313425379985069E+03	
  +2.1624000000000000E+04	  +3.4313340302001729E+03	
  +2.1625000000000000E+04	  +3.4313255233767900E+03	
  +2.1626000000000000E+04	  +3.4313170175385208E+03	
  +2.1627000000000000E+04	  +3.4313085126819815E+03	
  +2.1628000000000000E+04	  +3.4313000088096856E+03	
  +2.1629000000000000E+04	  +3.4312915059068127E+03	
  +2.1630000000000000E+04	  +3.4312830039906980E+03	
  +2.1631000000000000E+04	  +3.4312745030540277E+03	
  +2.1632000000000000E+04	  +3.4312660031019591E+03	
  +2.1633000000000000E+04	  +3.4312575041189289E+03	
  +2.1634000000000000E+04	  +3.4312490061278290E+03	
  +2.1635000000000000E+04	  +3.4312405091069531E+03	
  +2.1636000000000000E+04	  +3.4312320130679027E+03	
  +2.1637000000000000E+04	  +3.4312235180153170E+03	
  +2.1638000000000000E+04	  +3.4312150239327889E+03	
  +2.1639000000000000E+04	  +3.4312065308405126E+03	
  +2.1640000000000000E+04	  +3.4311980387181206E+03	
  +2.1641000000000000E+04	  +3.4311895475789379E+03	
  +2.1642000000000000E+04	  +3.4311810574199567E+03	
  +2.1643000000000000E+04	  +3.4311725682415386E+03	
  +2.1644000000000000E+04	  +3.4311640800407117E+03	
  +2.1645000000000000E+04	  +3.4311555928262919E+03	
  +2.1646000000000000E+04	  +3.4311471065828350E+03	
  +2.1647000000000000E+04	  +3.4311386213215665E+03	
  +2.1648000000000000E+04	  +3.4311301370344950E+03	
  +2.1649000000000000E+04	  +3.4311216537374598E+03	
  +2.1650000000000000E+04	  +3.4311131714083363E+03	
